Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,Margin of Safety,Business Predictability,Fair Value,Fair Value - Price,Baggers
ARQQW,Arqit Quantum Inc. Warrants,0.22,0.02,0.1,36095700.0,United Kingdom,,8970,Technology,Computer Software: Prepackaged Software,Blank,0.0,,Not Found,0.0
ARR^C,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share),21.21,0.03,0.00142,,United States,,19243,,,Blank,0.0,,Not Found,0.0
ARRWW,Arrowroot Acquisition Corp. Warrant,0.09,-0.009,-0.09091,0.0,United States,2021.0,43033,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
ARTLW,Artelo Biosciences Inc. Warrant,0.0143,0.0,0.0,45602.0,United States,,21,Health Care,Biotechnology: Pharmaceutical Preparations,Blank,0.0,,Not Found,0.0
ASB^E,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock Series E,20.61,-0.48,-0.02276,,United States,,6468,,,Blank,0.0,,Not Found,0.0
ASB^F,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock Series F,20.58,0.14,0.00685,,United States,,18003,,,Blank,0.0,,Not Found,0.0
ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,22.23,-0.03,-0.00135,16829838427.0,United States,2023.0,63602,Finance,Major Banks,Blank,0.0,,Not Found,0.0
ASCAR,A SPAC I Acquisition Corp. Right,0.2,0.0,0.0,0.0,Singapore,2022.0,15200,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
ASCAU,A SPAC I Acquisition Corp. Unit,10.99,0.0,0.0,0.0,Singapore,2022.0,1,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
ASCAW,A SPAC I Acquisition Corp. Warrant,0.04,-0.0036,-0.08257,0.0,Singapore,2022.0,351,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
ASCBR,A SPAC II Acquisition Corp. Right,0.0671,0.003,0.0468,0.0,Singapore,2022.0,18777,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
ASTLW,Algoma Steel Group Inc. Warrant,1.3,-0.04,-0.02985,135250044.0,Canada,,83579,Industrials,Steel/Iron Ore,Blank,0.0,,Not Found,0.0
ATCO^D,Atlas Corp. 7.95% Series D,24.81,0.39,0.01597,,United Kingdom,,9379,,,Blank,0.0,,Not Found,0.0
ATCO^H,Atlas Corp. 7.875% Series H,24.37,0.17,0.00702,,United Kingdom,,10442,,,Blank,0.0,,Not Found,0.0
ATCOL,Atlas Corp. 7.125% Notes due 2027,24.3331,0.0125,0.00051,4971940397.0,United Kingdom,,5309,Basic Materials,Precious Metals,Blank,0.0,,Not Found,0.0
ATH^A,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share Series A,24.62,-0.38,-0.0152,,Bermuda,,852153,,,Blank,0.0,,Not Found,0.0
ATH^B,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share Series B par value $1.00 per share,21.95,-0.22,-0.00992,,Bermuda,,42879,,,Blank,0.0,,Not Found,0.0
ATH^C,Athene Holding Ltd. Depositary Shares each representing a 1/1000th Interest in a Share of 6.375% Fixed-Rate Reset Perpetual Non-Cumulative Preference Shares Series C,25.06,0.06,0.0024,,Bermuda,,190941,,,Blank,0.0,,Not Found,0.0
ATH^D,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share Series D,18.8,0.0,0.0,,Bermuda,,143630,,,Blank,0.0,,Not Found,0.0
ATH^E,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 7.750% Fixed-Rate Reset Perpetual Non-Cumulative Preference Share Series E,26.6,0.35,0.01333,,Bermuda,,114820,,,Blank,0.0,,Not Found,0.0
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,23.99,0.9007,0.03901,349955013.0,United States,,38369,Finance,Finance: Consumer Services,Blank,0.0,,Not Found,0.0
ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,22.45,0.3549,0.01606,327490206.0,United States,,6620,Finance,Finance: Consumer Services,Blank,0.0,,Not Found,0.0
ATLCZ,Atlanticus Holdings Corporation 9.25% Senior Notes due 2029,25.15,0.02,0.0008,0.0,United States,,9662,Finance,Finance: Consumer Services,Blank,0.0,,Not Found,0.0
ATMCR,AlphaTime Acquisition Corp Right,0.1588,0.0573,0.56453,0.0,United States,2023.0,7282,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
ATMCW,AlphaTime Acquisition Corp Warrant,0.0242,0.0022,0.1,0.0,United States,2023.0,1146,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
ATMV,AlphaVest Acquisition Corp Ordinary Shares,10.89,0.05,0.00461,0.0,United States,2023.0,520,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
ATMVR,AlphaVest Acquisition Corp Right,0.0588,-0.0212,-0.265,0.0,United States,2023.0,862,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
ATNFW,180 Life Sciences Corp. Warrant,0.0071,0.0013,0.22414,4212.0,United States,2017.0,4862,Health Care,Biotechnology: Pharmaceutical Preparations,Blank,0.0,,Not Found,0.0
AUB^A,Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A,24.14,0.0099,0.00041,,United States,,4579,,,Blank,0.0,,Not Found,0.0
AULT^D,Ault Alliance Inc. 13.00% Series D Cumulative Redeemable Perpetual Preferred Stock,21.7501,-0.7499,-0.03333,,United States,,1676,,,Blank,0.0,,Not Found,0.0
AUROW,Aurora Innovation Inc. Warrant,0.2701,-0.0398,-0.12843,414676260.0,United States,2021.0,37352,Technology,EDP Services,Blank,0.0,,Not Found,0.0
AUUDW,Auddia Inc. Warrants,0.0204,-0.0022,-0.09735,16687.0,United States,2021.0,3920,Technology,Computer Software: Prepackaged Software,Blank,0.0,,Not Found,0.0
AUVIP,Applied UV Inc. 10.5% Series A Cumulative Perpetual Preferred Stock $0.0001 par value per share,6.48,2.02,0.45291,3590665.0,United States,,24604,Consumer Discretionary,Building Products,Blank,0.0,,Not Found,0.0
AVHIU,Achari Ventures Holdings Corp. I Unit,12.25,0.77,0.06707,0.0,United States,2021.0,209,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
AVPTW,AvePoint Inc. Warrant,1.0175,0.0075,0.00743,186875863.0,United States,2019.0,20983,Technology,Computer Software: Prepackaged Software,Blank,0.0,,Not Found,0.0
AWINW,AERWINS Technologies Inc. Warrant,0.012,0.0,0.0,752259.0,Japan,2021.0,2441,Industrials,Industrial Machinery/Components,Blank,0.0,,Not Found,0.0
AXS^E,Axis Capital Holdings Limited Depositary Shares each representing 1/100th interest in a share of a 5.50% Series E Preferred Shares,21.96,0.17,0.0078,,Bermuda,,109680,,,Blank,0.0,,Not Found,0.0
BAC^B,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series GG,25.02,0.0,0.0,,United States,,182163,,,Blank,0.0,,Not Found,0.0
BAC^E,Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,23.47,0.38,0.01646,,United States,,22336,,,Blank,0.0,,Not Found,0.0
BAC^K,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.875% Non- Cumulative Preferred Stock Series HH,25.01,0.11,0.00442,,United States,,97557,,,Blank,0.0,,Not Found,0.0
BAC^L,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,1184.03,-5.97,-0.00502,,United States,,10958,,,Blank,0.0,,Not Found,0.0
BAC^M,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series KK,23.47,-0.33,-0.01387,,United States,,209858,,,Blank,0.0,,Not Found,0.0
BAC^N,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 5.000% Non-Cumulative Preferred Stock Series LL,22.35,-0.35,-0.01542,,United States,,186414,,,Blank,0.0,,Not Found,0.0
BAC^O,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.375% Non-Cumulative Preferred Stock Series NN,20.34,0.25,0.01244,,United States,,180926,,,Blank,0.0,,Not Found,0.0
BAC^P,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.125% Non-Cumulative Preferred Stock Series PP,19.32,0.35,0.01845,,United States,,232812,,,Blank,0.0,,Not Found,0.0
BAC^Q,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.250% Non-Cumulative Preferred Stock Series QQ,19.77,0.31,0.01593,,United States,,286296,,,Blank,0.0,,Not Found,0.0
BAC^S,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.750% Non-Cumulative Preferred Stock Series SS,21.75,0.19,0.00881,,United States,,186444,,,Blank,0.0,,Not Found,0.0
BAERW,Bridger Aerospace Group Holdings Inc. Warrant,0.205,0.005,0.025,9179270.0,United States,,1800,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BANC^F,Banc of California Inc. Depositary Shares each representing a 1/40th interest in a share of 7.75% non-cumulative perpetual preferred stock Series F,21.84,0.44,0.02056,,United States,,809090,,,Blank,0.0,,Not Found,0.0
BANFP,BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities,25.75,0.0,0.0,0.0,United States,,46,Finance,Major Banks,Blank,0.0,,Not Found,0.0
BANX,ArrowMark Financial Corp. Common Stock,18.76,0.25,0.01351,133245264.0,United States,,8006,Finance,Trusts Except Educational Religious and Charitable,Blank,0.0,,Not Found,0.0
BAYA,Bayview Acquisition Corp Ordinary Shares,10.03,-0.07,-0.00693,0.0,United States,2023.0,2801,,,Blank,0.0,,Not Found,0.0
BAYAU,Bayview Acquisition Corp Unit,10.61,-0.01,-0.00094,0.0,United States,2023.0,697,,,Blank,0.0,,Not Found,0.0
BBLGW,Bone Biologics Corp Warrants,6.11,1.11,0.222,3264194.0,United States,,2124,Health Care,Industrial Specialties,Blank,0.0,,Not Found,0.0
BC^A,Brunswick Corporation 6.500% Senior Notes due 2048,25.59,0.74,0.02978,,United States,,61482,,,Blank,0.0,,Not Found,0.0
BC^B,Brunswick Corporation 6.625% Senior Notes due 2049,24.77,0.07,0.00283,,United States,,24766,,,Blank,0.0,,Not Found,0.0
BC^C,Brunswick Corporation 6.375% Notes due 2049,24.69,0.3722,0.01531,,United States,,27185,,,Blank,0.0,,Not Found,0.0
BCDAW,BioCardia Inc. Warrant,0.02,0.002,0.11111,432389.0,United States,,37814,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Blank,0.0,,Not Found,0.0
BCSAU,Blockchain Coinvestors Acquisition Corp. I Unit,10.97,0.0,0.0,0.0,Cayman Islands,2021.0,1,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BCSAW,Blockchain Coinvestors Acquisition Corp. I Warrant,0.0432,-0.0048,-0.1,0.0,Cayman Islands,2021.0,619,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BCTXW,BriaCell Therapeutics Corp. Warrant,1.85,0.25,0.15625,29566193.0,Canada,,10606,Health Care,Biotechnology: Pharmaceutical Preparations,Blank,0.0,,Not Found,0.0
BCV^A,Bancroft Fund Limited 5.375% Series A Cumulative Preferred Shares,23.65,0.13,0.00553,,United States,,684,,,Blank,0.0,,Not Found,0.0
BEEMW,Beam Global Warrant,1.1,-0.2,-0.15385,4489665971.63916,United States,,1400,Technology,Semiconductors,Blank,0.0,,Not Found,0.0
BENFW,Beneficient Warrant,0.0075,0.0002,0.0274,4314900502.83006,United States,,1924,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BEP^A,Brookfield Renewable Partners L.P. 5.25% Class A Preferred Limited Partnership Units Series 17,17.76,-0.22,-0.01224,4264967511.74176,Canada,,13729,,,Blank,0.0,,Not Found,0.0
BEPH,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,17.27,0.59,0.03537,0.0,Canada,,44861,,,Blank,0.0,,Not Found,0.0
BEPI,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,17.33,0.43,0.02544,0.0,Canada,2021.0,52626,,,Blank,0.0,,Not Found,0.0
BETRW,Better Home & Finance Holding Company Warrant,0.146,0.0,0.0,107687474.0,United Kingdom,2021.0,50,Finance,Finance: Consumer Services,Blank,0.0,,Not Found,0.0
BF.A,Brown Forman Corporation,59.94,0.43,0.00723,,United States,,67435,,,Blank,0.0,,Not Found,0.0
BF.B,Brown Forman Corporation,60.23,1.74,0.02975,,United States,,3262913,,,Blank,0.0,,Not Found,0.0
BFIIW,BurgerFi International Inc. Warrant ,0.0303,0.0003,0.01,812922.0,Mexico,2018.0,1975,Consumer Discretionary,Restaurants,Blank,0.0,,Not Found,0.0
BFRGW,Bullfrog AI Holdings Inc. Warrants,0.85,0.03,0.03659,5180447.0,United States,2023.0,10665,Technology,Retail: Computer Software & Peripheral Equipment,Blank,0.0,,Not Found,0.0
BFRIW,Biofrontera Inc. Warrants,0.05,0.0117,0.30548,66748.0,United States,2021.0,875,Health Care,Biotechnology: Pharmaceutical Preparations,Blank,0.0,,Not Found,0.0
BFS^D,Saul Centers Inc. Depositary Shares each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred Stock,22.9541,0.1541,0.00676,,United States,,312,,,Blank,0.0,,Not Found,0.0
BFS^E,Saul Centers Inc. Depositary shares each representing a 1/100th fractional interest in a share of 6.000% Series E Cumulative Redeemable Preferred Stock,22.12,-0.55,-0.02426,,United States,,16708,,,Blank,0.0,,Not Found,0.0
BHACU,Focus Impact BH3 Acquisition Company Units,10.26,0.0,0.0,0.0,United States,2021.0,26,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BHACW,Focus Impact BH3 Acquisition Company Warrants,0.04,-0.0047,-0.10515,0.0,United States,2021.0,43496,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BHFAL,Brighthouse Financial Inc. 6.25% Junior Subordinated Debentures due 2058,22.9,-0.0394,-0.00172,1440001075.0,United States,,38063,Finance,Life Insurance,Blank,0.0,,Not Found,0.0
BHFAM,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock Series D,16.3,0.09,0.00555,1024978931.0,United States,,79258,Finance,Life Insurance,Blank,0.0,,Not Found,0.0
BHFAN,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series C,19.15,-0.13,-0.00674,1204193038.0,United States,,122271,Finance,Life Insurance,Blank,0.0,,Not Found,0.0
BHFAO,Brighthouse Financial Inc. Depositary Shares 6.75% Non-Cumulative Preferred Stock Series B,25.0,-0.18,-0.00715,1572053575.0,United States,,71452,Finance,Life Insurance,Blank,0.0,,Not Found,0.0
BHFAP,Brighthouse Financial Inc. Depositary Shares 6.6% Non-Cumulative Preferred Stock Series A,24.23,-0.35,-0.01424,1523634325.0,United States,,70864,Finance,Life Insurance,Blank,0.0,,Not Found,0.0
BHR^B,Braemar Hotels & Resorts Inc. 5.50% Series B Cumulative Convertible Preferred Stock par value $0.01 per share,12.1,-1.15,-0.08679,,United States,,19332,,,Blank,0.0,,Not Found,0.0
BHR^D,Braemar Hotels & Resorts Inc. 8.25% Series D Cumulative Preferred Stock  par value $0.01 per share,20.5,-0.5,-0.02381,,United States,,2849,,,Blank,0.0,,Not Found,0.0
BIAFW,bioAffinity Technologies Inc. Warrant,0.192,0.0,0.0,1824431.0,United States,2022.0,2,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Blank,0.0,,Not Found,0.0
BIO.B,Bio-Rad Laboratories Inc.,326.65,-4.05,-0.01225,,United States,,226,,,Blank,0.0,,Not Found,0.0
BIP^A,Brookfield Infrastructure Partners LP 5.125% Class A Preferred Limited Partnership Units Series 13,18.52,0.455,0.02519,,Bermuda,,12092,,,Blank,0.0,,Not Found,0.0
BIP^B,Brookfield Infrastructure Partners LP 5.000% Class A Preferred Limited Partnership Units Series 14,17.67,0.5499,0.03212,,Bermuda,,31732,,,Blank,0.0,,Not Found,0.0
BIPH,Brookfield Infrastructure Corporation 5.000% Subordinated Notes due 2081,19.35,1.09,0.05969,2550323943.0,Canada,2021.0,36882,Utilities,Oil & Gas Production,Blank,0.0,,Not Found,0.0
BIPI,BIP Bermuda Holdings I Limited 5.125% Perpetual Subordinated Notes,18.85,0.55,0.03005,178639565.0,Bermuda,2022.0,64225,,,Blank,0.0,,Not Found,0.0
BKDT,Brookdale Senior Living Inc. 7.00% Tangible Equity Units,79.59,-2.34,-0.02856,15069525075.0,United States,2022.0,413193,Health Care,Hospital/Nursing Management,Blank,0.0,,Not Found,0.0
BLDEW,Blade Air Mobility Inc. Warrants,0.1772,0.0,0.0,13225101.0,United States,2019.0,10,Consumer Discretionary,Aerospace,Blank,0.0,,Not Found,0.0
BLEUR,bleuacacia ltd Rights,0.045,0.0,0.0,0.0,United States,2022.0,1556,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BLEUW,bleuacacia ltd Warrants,0.03,0.0064,0.27119,0.0,United States,2022.0,670,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BML^G,Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a share of Floating Rate Non-Cumulative Preferred Stock  Series 1),21.4,0.08,0.00375,,United States,,3038,,,Blank,0.0,,Not Found,0.0
BML^H,Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 2),21.09,0.14,0.00668,,United States,,27627,,,Blank,0.0,,Not Found,0.0
BML^J,Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 4),22.51,0.26,0.01169,,United States,,17801,,,Blank,0.0,,Not Found,0.0
BML^L,Bank of America Corporation Depositary Shares (Each representing a 1/1200th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 5),22.07,0.17,0.00776,,United States,,25090,,,Blank,0.0,,Not Found,0.0
BNH,Brookfield Finance Inc. 4.625% Subordinated Notes due October 16 2080,18.14,0.67,0.03835,29710707840.0,Canada,2020.0,70112,Real Estate,Building operators,Blank,0.0,,Not Found,0.0
BNJ,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,16.04,0.3,0.01906,26271210240.0,Canada,2020.0,42286,Real Estate,Building operators,Blank,0.0,,Not Found,0.0
BNZIW,Banzai International Inc. Warrant,0.04,0.0,0.0,816949.0,United States,2021.0,620,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BOCNW,Blue Ocean Acquisition Corp Warrants,0.0181,-0.0109,-0.37586,0.0,United States,2022.0,14201,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BOH^A,Bank of Hawaii Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,16.88,-0.08,-0.00472,,United States,,20361,,,Blank,0.0,,Not Found,0.0
BOWN,Bowen Acquisition Corp Ordinary Shares,10.3677,0.0077,0.00074,0.0,United States,2023.0,3051,,,Blank,0.0,,Not Found,0.0
BOWNU,Bowen Acquisition Corp Unit,10.43,0.0,0.0,0.0,United States,2023.0,20,,,Blank,0.0,,Not Found,0.0
BPOPM,Popular Inc. Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities,25.38,-0.2706,-0.01055,1831277555.0,United States,,1623,Finance,Major Banks,Blank,0.0,,Not Found,0.0
BPYPM,Brookfield Property Partners L.P. 6.25% Class A Cumulative Redeemable Preferred Units Series 1,13.13,0.2306,0.01788,11760140338.0,Bermuda,,204461,Finance,Finance/Investors Services,Blank,0.0,,Not Found,0.0
BPYPN,Brookfield Property Partners L.P. 5.750% Class A Cumulative Redeemable Perpetual Preferred Units Series 3,11.8,0.3594,0.03141,10568899923.0,Bermuda,,35480,Finance,Real Estate,Blank,0.0,,Not Found,0.0
BPYPO,Brookfield Property Partners L.P. 6.375% Class A Cumulative Redeemable Perpetual Preferred Units Series 2,12.79,0.1884,0.01495,11455612713.0,Bermuda,,41022,Finance,Real Estate,Blank,0.0,,Not Found,0.0
BPYPP,Brookfield Property Partners L.P. 6.50% Class A Cumulative Redeemable Perpetual Preferred Units,13.04,0.1462,0.01134,11679530084.0,Bermuda,,137815,Finance,Real Estate,Blank,0.0,,Not Found,0.0
BRACR,Broad Capital Acquisition Corp Rights,0.15,-0.0553,-0.26936,0.0,United States,2022.0,5000,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BREZR,Breeze Holdings Acquisition Corp. Right,0.182,0.012,0.07059,0.0,United States,2020.0,1355,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BREZW,Breeze Holdings Acquisition Corp. Warrant,0.445,0.045,0.1125,0.0,United States,2020.0,14575,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BRKHW,BurTech Acquisition Corp. Warrants,0.1607,-0.0043,-0.02606,0.0,United States,2022.0,13000,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BRLS,Borealis Foods Inc. Class A Common Shares,8.5,-0.5,-0.05556,55776728.0,Kazakhstan,2021.0,5086,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BRLSW,Borealis Foods Inc. Warrant,0.14,0.0,0.0,918676.0,Kazakhstan,2021.0,4413,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BROGW,Brooge Holdings Limited Warrant expiring 12/20/2024,0.0065,-0.0025,-0.27778,712320.0,United Kingdom,2018.0,23890,Energy,Integrated oil Companies,Blank,0.0,,Not Found,0.0
BRSHW,Bruush Oral Care Inc. Warrant,0.005,0.0,0.0,2557.0,Canada,2022.0,6,Health Care,Medical/Dental Instruments,Blank,0.0,,Not Found,0.0
BRT,BRT Apartments Corp. (MD) Common Stock,15.48,-0.09,-0.00578,287872102.0,United States,,28225,Real Estate,Real Estate Investment Trusts,Blank,0.0,,Not Found,0.0
BTBDW,BT Brands Inc. Warrant,0.0998,0.0198,0.2475,623363.0,United States,2021.0,2480,Consumer Discretionary,Restaurants,Blank,0.0,,Not Found,0.0
BTCTW,BTC Digital Ltd. Warrant,0.034,0.0001,0.00295,51989.0,China,,4809,Real Estate,Other Consumer Services,Blank,0.0,,Not Found,0.0
BTMWW,Bitcoin Depot Inc. Warrant,0.115,0.0149,0.14885,6719272.0,United States,2022.0,40850,Finance,Finance: Consumer Services,Blank,0.0,,Not Found,0.0
BTSGU,BrightSpring Health Services Inc. Tangible Equity Unit,38.0,-2.57,-0.06335,6505234782.0,United States,2024.0,59518,,,Blank,0.0,,Not Found,0.0
BUJAR,Bukit Jalil Global Acquisition 1 Ltd. Rights,0.0939,-0.0183,-0.1631,0.0,Malaysia,2023.0,2500,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BUJAW,Bukit Jalil Global Acquisition 1 Ltd. Warrants,0.0699,0.0059,0.09219,0.0,Malaysia,2023.0,1235,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BW^A,Babcock & Wilcox Enterprises Inc. 7.75% Series A Cumulative Perpetual Preferred Stock,12.25,0.21,0.01744,,United States,,137181,,,Blank,0.0,,Not Found,0.0
BWBBP,Bridgewater Bancshares Inc. Depositary Shares Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock Series A,18.3729,0.2229,0.01228,514451673.0,United States,,1020,Finance,Major Banks,Blank,0.0,,Not Found,0.0
BWNB,Babcock & Wilcox Enterprises Inc. 6.50% Senior Notes due 2026,16.16,-0.24,-0.01463,1444241953.0,United States,2021.0,16926,Industrials,Building Products,Blank,0.0,,Not Found,0.0
BWSN,Babcock & Wilcox Enterprises Inc. 8.125% Senior Notes due 2026,19.15,0.05,0.00262,1711462463.0,United States,2021.0,22657,Industrials,Building Products,Blank,0.0,,Not Found,0.0
BYNOW,byNordic Acquisition Corporation Warrant,0.0551,0.005,0.0998,0.0,Sweden,2022.0,4215,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
BYSI,BeyondSpring Inc. Ordinary Shares,1.33,0.04,0.03101,51763600.0,United States,2017.0,110653,Health Care,Biotechnology: Pharmaceutical Preparations,Blank,0.0,,Not Found,0.0
BZFDW,BuzzFeed Inc. Warrant,0.0413,0.0006,0.01474,5984537.0,United States,2021.0,17926,Consumer Discretionary,Movies/Entertainment,Blank,0.0,,Not Found,0.0
C^J,Citigroup Inc. Dep Shs Repstg 1/1000 Pfd Ser J Fixed/Fltg,25.51,-0.1,-0.0039,,United States,,280702,,,Blank,0.0,,Not Found,0.0
C^N,Citigroup Capital XIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS),28.94,-0.21,-0.0072,,United States,,212318,,,Blank,0.0,,Not Found,0.0
CADE^A,Cadence Bank 5.50% Series A ,20.92,0.0,0.0,,United States,,6421,,,Blank,0.0,,Not Found,0.0
CAPTW,Captivision Inc. Warrant,0.09,0.0084,0.10294,0.0,United Kingdom,,102571,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
CBRGU,Chain Bridge I Units,12.38,-0.1,-0.00801,0.0,United States,2021.0,2787,Finance,Blank Checks,Blank,0.0,,Not Found,0.0
CCG,Cheche Group Inc. Class A Ordinary Shares,4.72,0.02,0.00426,367804003.0,China,,9971,,,Blank,0.0,,Not Found,0.0
CCGWW,Cheche Group Inc. Warrant,0.1087,0.0237,0.27882,8470402.0,China,,2450,,,Blank,0.0,,Not Found,0.0
CCIA,Carlyle Credit Income Fund 8.75% Series A Preferred Shares due 2028,25.62,0.02,0.00078,,,2023.0,7543,,,Blank,0.0,,Not Found,0.0
CCLDO,CareCloud Inc. 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock,5.68,-0.03,-0.00525,90159322.0,United States,,25668,Technology,Computer Software: Prepackaged Software,Blank,0.0,,Not Found,0.0
CCLDP,CareCloud Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,6.01,0.13,0.02211,95397451.0,United States,,12866,Technology,Computer Software: Prepackaged Software,Blank,0.0,,Not Found,0.0
CCNEP,CNB Financial Corporation Depositary Shares each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,22.7,0.05,0.00221,474380196.0,United States,,587,Finance,Major Banks,Blank,0.0,,Not Found,0.0
CCZ,Comcast Holdings ZONES,55.2,0.0,0.0,0.0,United States,,2,Telecommunications,Cable & Other Pay Television Services,Blank,0.0,,Not Found,0.0
CDIOW,Cardio Diagnostics Holdings Inc. Warrant,0.1475,0.0205,0.16142,3026249.0,United States,2022.0,3190,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Blank,0.0,,Not Found,0.0
CDLR,Cadeler A/S American Depositary Share (each representing four (4) Ordinary Shares),17.2,0.35,0.02077,1339062432.0,,2023.0,67640,,,Blank,0.0,,Not Found,0.0
CDR^B,Cedar Realty Trust Inc. 7.25% Series B Cumulative Redeemable Preferred Stock,15.5317,-0.2683,-0.01698,,United States,,631,,,Blank,0.0,,Not Found,0.0
CDR^C,Cedar Realty Trust Inc. 6.50% Series C Cumulative Redeemable Preferred Stock,13.92,0.72,0.05455,,United States,,32119,,,Blank,0.0,,Not Found,0.0
CDROW,Codere Online Luxembourg S.A. Warrants,0.46,0.0389,0.09238,20756100.0,Luxembourg,,26580,Consumer Discretionary,Services-Misc. Amusement & Recreation,Blank,0.0,,Not Found,0.0
